date,close,open,high,low,volume,change_percent,avg_vol_20d
20160908,6517.9835,6489.6169,6518.3321,6478.6477,72464135.0,0.43710746623580027,82440184.1
20160909,6471.053,6518.6757,6539.3476,6470.9046,78672463.0,-0.7305578953712929,82942033.35
20160912,6291.6364,6362.77,6383.8434,6283.8161,90041756.0,-1.1179659173598937,81545047.75
20160913,6320.0315,6324.7438,6340.8722,6284.0368,68636660.0,-0.07450578472443645,79491238.75
20160914,6278.158,6286.6174,6318.2705,6260.6525,58319692.0,-0.13456203013085755,77617797.95
20160919,6344.181,6292.807,6344.4504,6292.807,54978764.0,0.8163924302779315,74845959.4
20160920,6342.0328,6344.7056,6346.9304,6319.7623,54505613.0,-0.04212646210094097,72979885.1
20160921,6343.7541,6342.004,6362.9993,6335.3916,50290343.0,0.027595378369364043,70875944.6
20160922,6385.6353,6381.1565,6410.57,6377.1734,62971600.0,0.07018790402648586,69995876.45
20160923,6370.5834,6397.3334,6402.6392,6369.2226,62578307.0,-0.41814297188262844,69431674.6
20160926,6241.5157,6363.9308,6364.2086,6239.8672,72106659.0,-1.9235768559897,69050886.0
20160927,6286.9093,6229.8183,6287.3356,6200.5654,56400533.0,0.9164151705676608,68131622.95
20160928,6281.2838,6300.8497,6300.8497,6266.7529,49163262.0,-0.3105279594274341,67141957.55
20160929,6298.7911,6288.9181,6323.4158,6288.9181,50691558.0,0.15699043687658298,66597117.85
20160930,6328.0856,6292.0797,6338.299,6289.4658,44965129.0,0.572241638960805,65581524.05
20161010,6447.6934,6364.5166,6447.9361,6345.331,72724035.0,1.3068832281779292,65623420.35
20161011,6486.4254,6451.0445,6486.6499,6443.7479,78850887.0,0.5484522700161208,66190616.55
20161012,6482.7379,6463.8094,6484.0002,6452.4135,67718487.0,0.29283815206556035,66304808.95
20161013,6484.831,6480.9293,6501.5569,6468.1323,68471651.0,0.06020278604181574,65387087.15
20161014,6469.4915,6476.2612,6477.8533,6423.5788,65860097.0,-0.10453099081303005,64020581.55
20161017,6413.1487,6478.5108,6487.6708,6394.4868,71704796.0,-1.0089062443177572,63982614.6
20161018,6509.2821,6409.7381,6509.2821,6409.7381,73698508.0,1.5530119709571406,63733916.85
20161019,6495.2574,6518.7373,6531.162,6476.562,75048807.0,-0.3601909222511446,62984269.4
20161020,6498.2375,6495.8268,6506.581,6474.7793,65574912.0,0.03711151904481753,62831182.0
20161021,6475.2807,6498.9857,6506.6107,6424.4429,73195126.0,-0.36474922540604954,63574953.7
20161024,6539.4661,6479.5541,6546.7881,6472.9393,86076745.0,0.9246315267280406,65129852.75
20161025,6563.3539,6543.4668,6563.5233,6536.9443,83923230.0,0.30392299079136337,66600733.6
20161026,6530.3898,6561.1581,6561.2466,6511.657,80859244.0,-0.46894617582831494,68129178.65
20161027,6517.3594,6522.8868,6529.4679,6488.3634,67102997.0,-0.08473855471476131,68335748.5
20161028,6455.8349,6512.038,6536.8349,6455.1476,70697096.0,-0.8630646811336132,68741687.95
20161031,6452.2058,6441.4348,6460.7728,6408.2731,60253688.0,0.16721429828024853,68149039.4
20161101,6507.95,6456.9993,6508.3642,6450.0204,62539902.0,0.7890770562728636,68456007.85
20161102,6455.1295,6494.9803,6506.7756,6450.0506,72299068.0,-0.6135630619233774,69612798.15
20161103,6483.7322,6442.3549,6521.0003,6436.9074,77549845.0,0.6422698010629638,70955712.5
20161104,6462.5928,6482.6008,6502.7409,6449.5605,70635406.0,-0.30864155633337487,72239226.35
20161107,6468.8171,6461.0006,6487.0601,6437.74,68812126.0,0.12097971326608306,72043630.9
20161108,6503.1781,6487.6487,6518.1891,6476.4443,72444878.0,0.2393686945472302,71723330.45
20161109,6453.5718,6504.4117,6507.8648,6380.5711,88060102.0,-0.7816218029372272,72740411.2
20161110,6536.9651,6501.6388,6538.7419,6501.6388,90625238.0,0.5433445487620848,73848090.55
20161111,6583.8864,6539.3598,6584.4097,6527.4524,110371594.0,0.6809015157722342,76073665.4
20161114,6615.0071,6568.6594,6624.2056,6566.0537,126669343.0,0.7055884188484528,78821892.75
20161115,6640.4616,6622.878,6641.0354,6602.2812,105110912.0,0.26549786965726885,80392512.95
20161116,6644.1878,6647.5287,6658.4279,6630.1238,95468676.0,-0.050257774742667106,81413506.4
20161117,6636.469,6633.3099,6646.309,6596.896,84535312.0,0.04762479135792906,82361526.4
20161118,6602.3265,6632.627,6643.9408,6592.8358,81278551.0,-0.45684010272250014,82765697.65
